timestamp,open,high,low,close,volume
2025-09-20 20:00:00,46540.0,46700.0,46480.0,46650.0,3235.66821913
2025-09-20 21:00:00,46660.0,46860.0,46600.0,46780.0,8002.87254371
2025-09-20 22:00:00,46770.0,46790.0,46340.0,46750.0,10451.67910433
2025-09-20 23:00:00,46750.0,46750.0,46440.0,46510.0,9804.41553998
2025-09-21 00:00:00,46550.0,46550.0,46180.0,46250.0,18128.80936842
2025-09-21 01:00:00,46250.0,46360.0,46080.0,46150.0,14405.69656516
2025-09-21 02:00:00,46160.0,46360.0,46000.0,46310.0,34674.39745858
2025-09-21 03:00:00,46290.0,46620.0,46230.0,46600.0,14020.39012836
2025-09-21 04:00:00,46610.0,46610.0,46120.0,46240.0,13926.86972591
2025-09-21 05:00:00,46200.0,46250.0,46150.0,46210.0,6397.52967528
2025-09-21 06:00:00,46210.0,46210.0,46000.0,46090.0,20153.51589161
2025-09-21 07:00:00,46080.0,46200.0,45950.0,46090.0,10171.90029063
2025-09-21 08:00:00,46150.0,46160.0,45700.0,45720.0,16964.08286813
2025-09-21 09:00:00,45720.0,46510.0,45570.0,46500.0,25637.81884261
2025-09-21 10:00:00,46500.0,47160.0,46420.0,46510.0,39881.92755518
2025-09-21 11:00:00,46500.0,46600.0,46020.0,46100.0,25088.76785313
2025-09-21 12:00:00,46100.0,46300.0,46000.0,46040.0,12662.95702886
2025-09-21 13:00:00,46020.0,46300.0,45990.0,46180.0,10550.50012119
2025-09-21 14:00:00,46180.0,46270.0,46040.0,46040.0,6866.19640372
2025-09-21 15:00:00,46040.0,46320.0,46000.0,46200.0,13739.5399781
2025-09-21 16:00:00,46250.0,46260.0,45850.0,45980.0,14017.61767084
2025-09-21 17:00:00,46010.0,46110.0,45800.0,46110.0,4096.75601453
2025-09-21 18:00:00,46120.0,46270.0,46050.0,46240.0,1669.79713386
2025-09-21 19:00:00,46240.0,46600.0,45960.0,46550.0,6112.48488392
2025-09-21 20:00:00,46560.0,46620.0,46190.0,46190.0,3356.48795674
2025-09-21 21:00:00,46220.0,46520.0,46170.0,46380.0,6510.50616981
2025-09-21 22:00:00,46390.0,46430.0,46250.0,46390.0,8087.75813025
2025-09-21 23:00:00,46390.0,46430.0,46200.0,46290.0,8497.4533295
2025-09-22 00:00:00,46290.0,46400.0,44700.0,44780.0,104003.31985648
2025-09-22 01:00:00,44770.0,44980.0,44370.0,44650.0,62687.14063591
2025-09-22 02:00:00,44630.0,44860.0,43970.0,44200.0,72076.24500433
2025-09-22 03:00:00,44220.0,44730.0,44200.0,44700.0,24382.0242167
2025-09-22 04:00:00,44640.0,44870.0,44420.0,44430.0,22123.06818789
2025-09-22 05:00:00,44420.0,44480.0,43750.0,43750.0,29155.74064912
2025-09-22 06:00:00,43750.0,43770.0,42420.0,43710.0,153805.88366825
2025-09-22 07:00:00,43710.0,43780.0,43140.0,43160.0,34395.46942861
2025-09-22 08:00:00,43190.0,43940.0,43090.0,43890.0,23641.92874188
2025-09-22 09:00:00,43890.0,43890.0,43340.0,43450.0,20422.76795367
2025-09-22 10:00:00,43480.0,44550.0,43440.0,44470.0,26851.57354592
2025-09-22 11:00:00,44470.0,44580.0,43870.0,44110.0,33251.81512256
2025-09-22 12:00:00,44110.0,45350.0,44020.0,44650.0,71386.20293509
2025-09-22 13:00:00,44640.0,45150.0,44460.0,45130.0,40986.16957356
2025-09-22 14:00:00,45130.0,45170.0,44250.0,44600.0,41251.81443338
2025-09-22 15:00:00,44630.0,45630.0,44600.0,45510.0,29537.20218036
2025-09-22 16:00:00,45510.0,45800.0,45240.0,45310.0,19140.12150157
2025-09-22 17:00:00,45370.0,45700.0,45200.0,45400.0,7105.36796016
2025-09-22 18:00:00,45400.0,45490.0,45180.0,45200.0,2615.27842024
2025-09-22 19:00:00,45180.0,45400.0,44800.0,44800.0,5885.93893376
2025-09-22 20:00:00,44780.0,45820.0,44700.0,45820.0,14848.30939195
2025-09-22 21:00:00,45830.0,47000.0,45690.0,46770.0,55124.10189199
2025-09-22 22:00:00,46810.0,47700.0,46580.0,47330.0,55011.65413729
2025-09-22 23:00:00,47320.0,48530.0,47130.0,48390.0,101014.29106773
2025-09-23 00:00:00,48390.0,49950.0,47560.0,47850.0,201947.58377305
2025-09-23 01:00:00,47820.0,47900.0,46740.0,46920.0,88625.12477142
2025-09-23 02:00:00,46960.0,47370.0,46730.0,46780.0,55440.57860564
2025-09-23 03:00:00,46800.0,50900.0,46590.0,49710.0,304263.8063
2025-09-23 04:00:00,49750.0,50650.0,48340.0,48570.0,194003.1193717
2025-09-23 05:00:00,48560.0,49380.0,48560.0,49320.0,83530.37705826
2025-09-23 06:00:00,49320.0,50100.0,48950.0,49950.0,87400.74257746
2025-09-23 07:00:00,49990.0,50250.0,49510.0,49690.0,58182.31578262
2025-09-23 08:00:00,49670.0,50500.0,49670.0,50300.0,63732.61713824
2025-09-23 09:00:00,50300.0,50400.0,49300.0,49330.0,54330.14269698
2025-09-23 10:00:00,49330.0,49700.0,49200.0,49420.0,36858.08213552
2025-09-23 11:00:00,49420.0,49440.0,48750.0,49020.0,31218.16811501
2025-09-23 12:00:00,49020.0,49340.0,48850.0,48920.0,26659.57448162
2025-09-23 13:00:00,48920.0,49010.0,48450.0,48710.0,48142.39752602
2025-09-23 14:00:00,48710.0,50700.0,48690.0,50150.0,103489.30641148
2025-09-23 15:00:00,50200.0,51450.0,49830.0,49930.0,128770.59577764
2025-09-23 16:00:00,49960.0,50200.0,49480.0,49730.0,35607.66766799
2025-09-23 17:00:00,49680.0,49710.0,48950.0,49090.0,19924.36514476
2025-09-23 18:00:00,49090.0,49240.0,48590.0,48670.0,15943.05864072
2025-09-23 19:00:00,48680.0,48950.0,47910.0,48200.0,28660.20776911
2025-09-23 20:00:00,48150.0,48520.0,48010.0,48380.0,22094.99190006
2025-09-23 21:00:00,48350.0,48350.0,48000.0,48080.0,22257.5889613
2025-09-23 22:00:00,48080.0,48220.0,47730.0,48010.0,39980.61454768
2025-09-23 23:00:00,48020.0,48170.0,47650.0,47850.0,34115.98089217
2025-09-24 00:00:00,47920.0,49650.0,47860.0,49330.0,108986.30485558
2025-09-24 01:00:00,49330.0,49350.0,48720.0,48930.0,39272.47912043
2025-09-24 02:00:00,48950.0,48950.0,47920.0,48110.0,41695.65282699
2025-09-24 03:00:00,48150.0,48370.0,47360.0,47380.0,77573.70096537
2025-09-24 04:00:00,47410.0,48300.0,47010.0,47910.0,87640.97782149
2025-09-24 05:00:00,47920.0,48540.0,47880.0,48490.0,33642.04355457
2025-09-24 06:00:00,48490.0,49040.0,48250.0,49010.0,50651.12027364
2025-09-24 07:00:00,48980.0,49000.0,48430.0,48520.0,22501.29898288
2025-09-24 08:00:00,48530.0,48800.0,48320.0,48800.0,14949.81015767
2025-09-24 09:00:00,48800.0,48890.0,48530.0,48530.0,10738.42488734
2025-09-24 10:00:00,48590.0,48750.0,48450.0,48720.0,12958.67906773
2025-09-24 11:00:00,48680.0,48860.0,48500.0,48530.0,21893.22476467
2025-09-24 12:00:00,48510.0,48810.0,48460.0,48770.0,15991.27190397
2025-09-24 13:00:00,48800.0,48950.0,48480.0,48510.0,18462.20494008
2025-09-24 14:00:00,48510.0,49100.0,48470.0,48880.0,16938.7822736
2025-09-24 15:00:00,48880.0,49200.0,48620.0,48830.0,17337.75806291
2025-09-24 16:00:00,48830.0,49320.0,48750.0,48940.0,11507.98105755
2025-09-24 17:00:00,49030.0,49240.0,48810.0,48870.0,7595.86108585
2025-09-24 18:00:00,48950.0,48950.0,48800.0,48910.0,4342.75524575
2025-09-24 19:00:00,48900.0,48960.0,48420.0,48430.0,10216.72758697
2025-09-24 20:00:00,48430.0,48510.0,47530.0,47550.0,18503.4117359
2025-09-24 21:00:00,47550.0,47770.0,46620.0,46740.0,43876.50915882
2025-09-24 22:00:00,46740.0,46920.0,45750.0,45870.0,62470.92885877
2025-09-24 23:00:00,45930.0,46130.0,45780.0,45850.0,37983.43499833
2025-09-25 00:00:00,45850.0,46070.0,45480.0,45870.0,60447.62014629
2025-09-25 01:00:00,45910.0,46640.0,45780.0,46200.0,84805.16093809
2025-09-25 02:00:00,46200.0,46440.0,45920.0,46030.0,33878.58805159
2025-09-25 03:00:00,46030.0,46100.0,45220.0,45330.0,61254.06553229
2025-09-25 04:00:00,45330.0,45330.0,44200.0,44630.0,79230.87451556
2025-09-25 05:00:00,44620.0,45010.0,44560.0,44750.0,36144.75314601
2025-09-25 06:00:00,44770.0,44890.0,44090.0,44140.0,18607.21809662
2025-09-25 07:00:00,44140.0,44430.0,43910.0,44000.0,28309.78514909
2025-09-25 08:00:00,43990.0,44170.0,43600.0,44040.0,33836.51372098
2025-09-25 09:00:00,44040.0,44560.0,43900.0,44150.0,25924.59247995
2025-09-25 10:00:00,44150.0,44400.0,44110.0,44230.0,14482.65768423
2025-09-25 11:00:00,44180.0,44200.0,43630.0,43870.0,31019.60696958
2025-09-25 12:00:00,43870.0,44120.0,43220.0,43970.0,71032.56226537
2025-09-25 13:00:00,43990.0,44100.0,43230.0,43490.0,60059.42904652
2025-09-25 14:00:00,43450.0,43800.0,43330.0,43390.0,28219.09597266
2025-09-25 15:00:00,43390.0,43530.0,43250.0,43410.0,9985.95997128
2025-09-25 16:00:00,43360.0,43410.0,42600.0,42600.0,31782.46563836
2025-09-25 17:00:00,42610.0,42890.0,42460.0,42610.0,28218.29281142
2025-09-25 18:00:00,42620.0,43080.0,42100.0,43080.0,26083.58545
2025-09-25 19:00:00,43080.0,43250.0,42560.0,42680.0,14650.87227703
2025-09-25 20:00:00,42640.0,42710.0,42060.0,42160.0,23155.56056298
2025-09-25 21:00:00,42170.0,42600.0,41900.0,42220.0,43019.04124409
2025-09-25 22:00:00,42210.0,42480.0,41960.0,42080.0,26711.66963461
2025-09-25 23:00:00,42130.0,42310.0,41460.0,41610.0,49500.44151055
2025-09-26 00:00:00,41590.0,42140.0,41420.0,41930.0,63904.36185846
2025-09-26 01:00:00,42000.0,42050.0,41460.0,41790.0,32896.45532234
2025-09-26 02:00:00,41800.0,42080.0,40570.0,41210.0,95262.3029052
2025-09-26 03:00:00,41200.0,41250.0,40580.0,41010.0,45701.39419711
2025-09-26 04:00:00,41000.0,41260.0,40760.0,40800.0,29852.49811487
2025-09-26 05:00:00,40790.0,41100.0,40450.0,40470.0,36749.19662781
2025-09-26 06:00:00,40470.0,40810.0,40070.0,40610.0,45596.00333081
2025-09-26 07:00:00,40660.0,40950.0,40530.0,40870.0,17940.41368237
2025-09-26 08:00:00,40870.0,41250.0,40870.0,41060.0,27127.15017381
2025-09-26 09:00:00,41060.0,41140.0,40430.0,40700.0,12993.13558754
2025-09-26 10:00:00,40730.0,40780.0,40100.0,40230.0,26229.63129242
